책제목,저자,가격,이미지,책_상세_주소
마이크로서비스 아키텍처 구축 가이드,김용욱 ,"28,800",https://www.hanbit.co.kr/data/books/B9403623796_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9403623796
실전에서 바로 쓰는 Next.js,미셸 리바 ,"23,400",https://www.hanbit.co.kr/data/books/B1068448075_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1068448075
이것이 Windows Server다(개정판),우재남 ,"38,700",https://www.hanbit.co.kr/data/books/B2079064069_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2079064069
업무에 바로 쓰는 AWS 입문,김성민 ,"24,300",https://www.hanbit.co.kr/data/books/B1147715738_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1147715738
프로덕트 매니저는 무슨 일을 하고 있을까,"개점휴업 , 최민 ","18,000",https://www.hanbit.co.kr/data/books/B4435817798_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4435817798
우리가 사랑한 한국 PC 게임,"장세용 , 오영욱 , 조기현 ","35,100",https://www.hanbit.co.kr/data/books/B6624610840_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6624610840
러닝 타입스크립트,조시 골드버그 ,"23,400",https://www.hanbit.co.kr/data/books/B9711663545_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9711663545
혼자 공부하는 데이터 분석 with 파이썬,박해선 ,"23,400",https://www.hanbit.co.kr/data/books/B1666992199_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1666992199
자바스크립트로 배우는 SICP,"해럴드 에이블슨 , 제럴드 제이 서스먼 , 마틴 헨즈 , 토비아스 브릭스타드 , 줄리 서스먼 ","40,500",https://www.hanbit.co.kr/data/books/B3583369126_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3583369126
NGINX 쿡북(2판),데릭 디용기 ,"18,900",https://www.hanbit.co.kr/data/books/B9583925549_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9583925549
데이터로 말한다! 퍼포먼스 마케팅,이은영 ,"18,900",https://www.hanbit.co.kr/data/books/B8839851696_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8839851696
트랜스포머를 활용한 자연어 처리,"루이스 턴스톨 , 레안드로 폰 베라 , 토마스 울프 ","35,100",https://www.hanbit.co.kr/data/books/B2369016915_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2369016915
자바에서 코틀린으로,"덩컨 맥그레거, 냇 프라이스 ","32,400",https://www.hanbit.co.kr/data/books/B8465247545_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8465247545
모던 자바스크립트로 배우는 리액트 입문,자케(오카다 다쿠미) ,"20,700",https://www.hanbit.co.kr/data/books/B6607327754_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6607327754
소문난 명강의 : 김범준의 핸즈온 리액트 네이티브,김범준 ,"42,300",https://www.hanbit.co.kr/data/books/B2920695216_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2920695216
UX/UI 디자이너를 위한 실무 피그마(개정판),클레어 정 ,"23,400",https://www.hanbit.co.kr/data/books/B9807526516_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9807526516
온디바이스 AI,로런스 모로니 ,"27,000",https://www.hanbit.co.kr/data/books/B1705712480_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1705712480
"파이썬 웹 프로그래밍, 기초편(3판)",김석훈 ,"23,400",https://www.hanbit.co.kr/data/books/B9931217687_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9931217687
데이터 과학을 위한 파이썬과 R,"릭 슈카페타 , 보이안 앙겔로프 ","16,200",https://www.hanbit.co.kr/data/books/B2607830601_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2607830601
전문가를 위한 C,캄란 아미니 ,"49,500",https://www.hanbit.co.kr/data/books/B6135642963_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6135642963
파이썬 라이브러리를 활용한 텍스트 분석,"젠스 알브레히트 , 싯다르트 라마찬드란 , 크리스티안 윙클러 ","31,500",https://www.hanbit.co.kr/data/books/B8501475551_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8501475551
소프트웨어 아키텍처 The Hard Parts,"닐 포드 , 마크 리처즈 , 프라모드 세달라지 , 세막 데그하니 ","32,400",https://www.hanbit.co.kr/data/books/B9812407060_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9812407060
파이썬 기반 금융 인공지능,이브 힐피시 ,"37,800",https://www.hanbit.co.kr/data/books/B2409963430_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2409963430
어쩌다 데이터 분석 with 파이썬,김유지(Clary K) ,"25,200",https://www.hanbit.co.kr/data/books/B7520909011_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7520909011
이것이 자바다(개정판),"신용권 , 임경균 ","32,400",https://www.hanbit.co.kr/data/books/B4861113361_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4861113361
판다스 인 액션,보리스 패스캐버 ,"34,200",https://www.hanbit.co.kr/data/books/B4172751734_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4172751734
데이터로 전문가처럼 말하기,칼 올친 ,"25,200",https://www.hanbit.co.kr/data/books/B5424596013_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5424596013
소문난 명강의 : 김기현의 딥러닝 부트캠프 with 파이토치,김기현 ,"34,200",https://www.hanbit.co.kr/data/books/B3642730745_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3642730745
코드로 인프라 관리하기(2판),키프 모리스 ,"30,600",https://www.hanbit.co.kr/data/books/B4910879762_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4910879762
개발자를 위한 머신러닝&딥러닝,로런스 모로니 ,"30,600",https://www.hanbit.co.kr/data/books/B9073454247_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9073454247
AWS 비용 최적화 바이블,"엘리 만수르 , 야이르 그린 ","27,000",https://www.hanbit.co.kr/data/books/B1451145389_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1451145389
혼자 공부하는 컴퓨터 구조+운영체제,강민철 ,"25,200",https://www.hanbit.co.kr/data/books/B9177037040_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9177037040
오늘부터 IT를 시작합니다,고코더(이진현) ,"16,200",https://www.hanbit.co.kr/data/books/B6257481771_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6257481771
SQL로 시작하는 데이터 분석,캐시 타니무라 ,"27,000",https://www.hanbit.co.kr/data/books/B7769611319_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7769611319
"피, 땀, 리셋 : 게임 개발 속 숨은 영웅들의 이야기",제이슨 슈라이어 ,"21,600",https://www.hanbit.co.kr/data/books/B9325418967_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9325418967
이것이 자료구조+알고리즘이다 with C 언어,박상현 ,"30,600",https://www.hanbit.co.kr/data/books/B9034896671_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9034896671
구글 앱스 스크립트 완벽 가이드,다카하시 노리아키 ,"36,000",https://www.hanbit.co.kr/data/books/B4813114979_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4813114979
핸즈온 데이터 시각화,"잭 도허티 , 일리야 일라얀코우 ","34,200",https://www.hanbit.co.kr/data/books/B1996635146_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1996635146
파이썬을 활용한 베이지안 통계(2판),앨런 B. 다우니 ,"28,800",https://www.hanbit.co.kr/data/books/B7798657798_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7798657798
비즈니스 데이터 과학,맷 태디 ,"31,500",https://www.hanbit.co.kr/data/books/B6001875802_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6001875802
쉽게 따라하는 NFT 마스터 가이드,"티아나 로런스 , 김서영 ","18,000",https://www.hanbit.co.kr/data/books/B8676970090_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8676970090
기업의 성공을 이끄는 Developer Relations,메리 셍발 ,"20,700",https://www.hanbit.co.kr/data/books/B9102351881_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9102351881
사례 분석으로 배우는 데이터 시각화,"황재진 , 윤영진 ","25,200",https://www.hanbit.co.kr/data/books/B5825921855_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5825921855
클라우드 네이티브 애플리케이션 디자인 패턴,"카순 인드라시리 , 스리스칸다라자 수호티얀 ","25,200",https://www.hanbit.co.kr/data/books/B3886303135_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3886303135
혼자 공부하는파이썬(개정판),윤인성 ,"19,800",https://www.hanbit.co.kr/data/books/B1681646737_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1681646737
소문난 명강의 : 소플의 처음 만난 리액트,이인제 ,"29,700",https://www.hanbit.co.kr/data/books/B9365371874_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9365371874
적정 소프트웨어 아키텍처,조지 페어뱅크스 ,"28,800",https://www.hanbit.co.kr/data/books/B6059097161_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6059097161
혼자 공부하는 얄팍한 코딩 지식,고현민 ,"16,200",https://www.hanbit.co.kr/data/books/B2317469552_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2317469552
똑똑한 코드 작성을 위한 실전 알고리즘,조지 하이네만 ,"17,820",https://www.hanbit.co.kr/data/books/B3563253053_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3563253053
구글 엔지니어는 이렇게 일한다,"타이터스 윈터스 , 톰 맨쉬렉 , 하이럼 라이트 ","40,500",https://www.hanbit.co.kr/data/books/B1207366943_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1207366943
실무자를 위한 그래프 데이터 활용법,"데니즈 고즈넬 , 마티아스 브뢰헬러 ","33,300",https://www.hanbit.co.kr/data/books/B6334451644_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6334451644
완성된 웹사이트로 배우는 HTML&CSS 웹 디자인,Mana ,"19,800",https://www.hanbit.co.kr/data/books/B9882279606_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9882279606
"일잘러의 비밀, 엑셀 대신 파이썬으로 업무 자동화하기",포스코인재창조원 ,"21,600",https://www.hanbit.co.kr/data/books/B3346434043_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3346434043
MLOps 도입 가이드,데이터이쿠 ,"19,800",https://www.hanbit.co.kr/data/books/B1913587019_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1913587019
"엑셀, R, 파이썬으로 시작하는 데이터 분석",조지 마운트 ,"19,800",https://www.hanbit.co.kr/data/books/B6446476778_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6446476778
엑셀이 편해지는 파이썬,펠릭스 춤슈타인 ,"25,200",https://www.hanbit.co.kr/data/books/B2831223974_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2831223974
쉽게 배우는 AWS AI 서비스,"피터 엘거 , 오언 셔너히 ","27,000",https://www.hanbit.co.kr/data/books/B2949290774_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2949290774
데이터 익명화를 위한 파이프라인,"루크 아버클 , 칼리드 엘 에맘 ","18,000",https://www.hanbit.co.kr/data/books/B7550382130_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7550382130
XGBoost와 사이킷런을 활용한 그레이디언트 부스팅,코리 웨이드 ,"30,600",https://www.hanbit.co.kr/data/books/B5725043400_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5725043400
동시성 프로그래밍,다카노 유키 ,"30,600",https://www.hanbit.co.kr/data/books/B9078925849_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9078925849
케라스로 구현하는 딥러닝,김성진(코딩셰프) ,"27,000",https://www.hanbit.co.kr/data/books/B5392144310_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5392144310
파이썬을 활용한 금융 분석(2판),이브 힐피시 ,"40,500",https://www.hanbit.co.kr/data/books/B2027701371_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2027701371
유연한 소프트웨어를 만드는 설계 원칙,"크리스 핸슨 , 제럴드 제이 서스먼 ","31,500",https://www.hanbit.co.kr/data/books/B3855421165_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3855421165
도메인 주도 개발 시작하기,최범균 ,"25,200",https://www.hanbit.co.kr/data/books/B4309942517_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4309942517
헤드 퍼스트 디자인 패턴(개정판),"에릭 프리먼 , 엘리자베스 롭슨 ","32,400",https://www.hanbit.co.kr/data/books/B6113501223_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6113501223
시맨틱 데이터 모형화,파노스 알렉소풀로스 ,"27,000",https://www.hanbit.co.kr/data/books/B5471282287_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5471282287
찐 UXer가 알려주는 UX/UI 실무 가이드,조은정 ,"21,600",https://www.hanbit.co.kr/data/books/B4355310473_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4355310473
처음 배우는 엘릭서 프로그래밍,데이브 토머스 ,"37,800",https://www.hanbit.co.kr/data/books/B5732906061_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5732906061
고객을 끌어오는 구글 애널리틱스4,문준영 ,"27,000",https://www.hanbit.co.kr/data/books/B7239224234_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7239224234
머신러닝 실무 프로젝트(2판),"아리가 미치아키(有賀 康顕) , 나카야마 신타(中山 心太) , 니시바야시 다카시(西林 孝) ","21,600",https://www.hanbit.co.kr/data/books/B9202577080_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9202577080
자바 마이크로서비스를 활용한 SRE,조너선 슈나이더 ,"23,400",https://www.hanbit.co.kr/data/books/B2761632078_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2761632078
처음 만나는 WSL,프래틱 싱 ,"18,000",https://www.hanbit.co.kr/data/books/B4859286751_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4859286751
러닝 Go,존 보드너 ,"30,600",https://www.hanbit.co.kr/data/books/B1952730042_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1952730042
파이썬 라이브러리를 활용한 머신러닝(번역개정2판),"안드레아스 뮐러 , 세라 가이도 ","29,700",https://www.hanbit.co.kr/data/books/B3887932883_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3887932883
소문난 명강의 : 레트로의 유니티 게임 프로그래밍 에센스(개정판),이제민(레트로) ,"54,000",https://www.hanbit.co.kr/data/books/B9351446616_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9351446616
메타버스를 디자인하라,코넬 힐만 ,"17,100",https://www.hanbit.co.kr/data/books/B5737482228_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5737482228
쿠브플로 운영 가이드,"조시 패터슨(Josh Patterson) , 마이클 카체넬렌보겐 , 오스틴 해리스 ","22,500",https://www.hanbit.co.kr/data/books/B9309356194_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9309356194
SQL 쿡북,"앤서니 몰리나로 , 로버트 더그래프 ","36,000",https://www.hanbit.co.kr/data/books/B1355224159_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1355224159
혼자 공부하는 R 데이터 분석,"강전희 , 엄동란 ","19,800",https://www.hanbit.co.kr/data/books/B6779219508_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6779219508
리버스 엔지니어링 기드라 실전 가이드,"나카지마 쇼타 , 고타케 다이치 , 하라 히로아키 , 가와바타 고헤이 ","45,000",https://www.hanbit.co.kr/data/books/B7974847632_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7974847632
AI로 일하는 기술,장동인 ,"16,200",https://www.hanbit.co.kr/data/books/B6700696024_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6700696024
SRE를 위한 시스템 설계와 구축,"헤더 애드킨스 , 벳시 바이어 , 폴 블랭킨십 , 피오트르 레반도프스키 , 애나 오프레아 , 애덤 스터블필드 ","36,000",https://www.hanbit.co.kr/data/books/B2913925878_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2913925878
이것이 안드로이드다 with 코틀린(3판),고돈호 ,"30,600",https://www.hanbit.co.kr/data/books/B8929106417_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8929106417
팀장부터 CEO까지 알아야 할 기업 정보보안 가이드,강은성 ,"22,500",https://www.hanbit.co.kr/data/books/B1512470209_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1512470209
금융 전략을 위한 머신러닝,"하리옴 탓샛 , 사힐 푸리 , 브래드 루카보 ","31,500",https://www.hanbit.co.kr/data/books/B2331794765_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2331794765
그래프QL 인 액션,사메르 부나 ,"31,500",https://www.hanbit.co.kr/data/books/B2009421115_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2009421115
무던한 개발자를 위한 모던한 자바스크립트,카이 호스트만 ,"28,800",https://www.hanbit.co.kr/data/books/B8356303939_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8356303939
비전 시스템을 위한 딥러닝,모하메드 엘겐디 ,"34,200",https://www.hanbit.co.kr/data/books/B6566099029_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6566099029
소문난 명강의 : 오준석의 안드로이드 생존코딩_코틀린 편(2판),오준석 ,"28,800",https://www.hanbit.co.kr/data/books/B9115831934_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9115831934
당당한 디자인 결정을 위한 9가지 방법,톰 그리버 ,"19,800",https://www.hanbit.co.kr/data/books/B3128413784_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3128413784
데이터 과학자 되는 법,"에밀리 로빈슨 , 재클린 놀리스 ","21,600",https://www.hanbit.co.kr/data/books/B5522056035_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5522056035
구글 BERT의 정석,수다르산 라비찬디란 ,"30,600",https://www.hanbit.co.kr/data/books/B2201215526_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2201215526
머신러닝 디자인 패턴,"발리아파 락슈마난 , 세라 로빈슨 , 마이클 먼 ","34,200",https://www.hanbit.co.kr/data/books/B3931996053_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3931996053
소프트웨어 아키텍처 101,"마크 리처즈 , 닐 포드 ","28,800",https://www.hanbit.co.kr/data/books/B1494466807_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1494466807
혼자 공부하는 SQL,우재남 ,"21,600",https://www.hanbit.co.kr/data/books/B6846155853_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6846155853
한 권으로 다지는 머신러닝&딥러닝 with 파이썬,"알베르토 아르타산체스 , 프라틱 조시 ","36,000",https://www.hanbit.co.kr/data/books/B9275242581_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9275242581
살아 움직이는 머신러닝 파이프라인 설계,"하네스 하프케 , 캐서린 넬슨 ","28,800",https://www.hanbit.co.kr/data/books/B9925983574_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9925983574
그로킹 심층 강화학습,미겔 모랄레스 ,"31,500",https://www.hanbit.co.kr/data/books/B8984169041_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8984169041
소문난 명강의 : 시험장에 몰래 가져갈 이경오의 SQL+SQLD 비밀노트,이경오 ,"28,800",https://www.hanbit.co.kr/data/books/B8289488788_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8289488788
미국 주식으로 시작하는 슬기로운 퀀트투자,"김용환 , Yubin Kim ","28,800",https://www.hanbit.co.kr/data/books/B7110068665_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7110068665
제대로 배우는 수학적 최적화,우메타니 슌지 ,"34,200",https://www.hanbit.co.kr/data/books/B3558796278_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3558796278
핸즈온 해킹,"매슈 히키 , 제니퍼 아커리 ","40,500",https://www.hanbit.co.kr/data/books/B8197061026_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8197061026
머신러닝 파워드 애플리케이션,에마뉘엘 아메장 ,"24,300",https://www.hanbit.co.kr/data/books/B8274600462_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8274600462
웹 브라우저 속 머신러닝 TensorFlow.js,카이 사사키 ,"22,500",https://www.hanbit.co.kr/data/books/B4448108740_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4448108740
처음 배우는 플라스크 웹 프로그래밍,윤정현 ,"17,820",https://www.hanbit.co.kr/data/books/B9575488572_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9575488572
스파크를 이용한 자연어 처리,앨릭스 토머스 ,"30,600",https://www.hanbit.co.kr/data/books/B8955111301_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8955111301
클라우드 네이티브를 위한 데이터 센터 네트워크 구축,디네시 G. 더트 ,"32,400",https://www.hanbit.co.kr/data/books/B6758255857_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6758255857
fastai와 파이토치가 만나 꽃피운 딥러닝,"제러미 하워드 , 실뱅 거거 ","39,600",https://www.hanbit.co.kr/data/books/B7970422863_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7970422863
만들면서 배우는 파이토치 딥러닝,오가와 유타로 ,"36,000",https://www.hanbit.co.kr/data/books/B7628794939_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7628794939
실리콘밸리 리더십,마이클 롭 ,"19,800",https://www.hanbit.co.kr/data/books/B9783423109_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9783423109
처음 시작하는 마이크로서비스,"로니 미트라 , 이라클리 나다레이슈빌리 ","24,300",https://www.hanbit.co.kr/data/books/B1598189984_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1598189984
텐서플로 라이트를 활용한 안드로이드 딥러닝,임태규 ,"24,300",https://www.hanbit.co.kr/data/books/B2354289186_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2354289186
스벨트 앤 새퍼 인 액션,마크 볼크먼 ,"34,200",https://www.hanbit.co.kr/data/books/B1047091568_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1047091568
리눅스 입문자를 위한 명령어 사전,"가와구치 히로시 , 다야 후미히코 , 미사와 아키라 ","28,800",https://www.hanbit.co.kr/data/books/B4300598719_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4300598719
"풀스택 서버리스 :  리액트, AWS, 그래프QL을 이용한 최신 애플리케이션 개발",네이더 다빗 ,"18,900",https://www.hanbit.co.kr/data/books/B7015117381_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7015117381
데이터 스토리,낸시 두아르테 ,"19,800",https://www.hanbit.co.kr/data/books/B9602652686_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9602652686
러닝 리액트(2판),"알렉스 뱅크스 , 이브 포셀로 ","25,200",https://www.hanbit.co.kr/data/books/B7468885216_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7468885216
업무에 바로 쓰는 SQL 튜닝,양바른 ,"19,800",https://www.hanbit.co.kr/data/books/B9354330938_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9354330938
처음 배우는 네트워크 보안,장상근(맥스) ,"25,200",https://www.hanbit.co.kr/data/books/B3573121629_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3573121629
개발자에서 아키텍트로,마이클 킬링 ,"24,300",https://www.hanbit.co.kr/data/books/B1705050272_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1705050272
머신러닝을 활용한 웹 최적화,이쓰카 슈헤이 ,"30,600",https://www.hanbit.co.kr/data/books/B8979230235_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8979230235
파이썬으로 살펴보는 아키텍처 패턴,"해리 퍼시벌 , 밥 그레고리 ","28,800",https://www.hanbit.co.kr/data/books/B9529701010_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9529701010
린 AI,로밋 파텔 ,"16,200",https://www.hanbit.co.kr/data/books/B3395778349_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3395778349
파이토치로 배우는 자연어 처리,"델립 라오 , 브라이언 맥머핸 ","23,400",https://www.hanbit.co.kr/data/books/B1231887279_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1231887279
"IT CookBook,  문제해결을 위한 컴퓨팅 사고와 파이썬",김지연 ,"24,000",https://www.hanbit.co.kr/data/books/B1053207646_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1053207646
소문난 명강의 : 오준석의 플러터 생존코딩(개정판),오준석 ,"25,200",https://www.hanbit.co.kr/data/books/B6197690220_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6197690220
모던 자바스크립트 핵심 가이드,알베르토 몬탈레시 ,"17,820",https://www.hanbit.co.kr/data/books/B7677466304_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7677466304
고성능 파이썬(2판),"미샤 고렐릭 , 이안 오스발트 ","32,400",https://www.hanbit.co.kr/data/books/B8494674601_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8494674601
"데이터가 뛰어노는 AI 놀이터, 캐글","가도와키 다이스케 , 사카타 류지 , 호사카 게이스케 , 히라마쓰 유지 ","31,500",https://www.hanbit.co.kr/data/books/B4998513859_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4998513859
데이터 과학을 위한 통계(2판),"피터 브루스 , 앤드루 브루스 , 피터 게데크 ","30,600",https://www.hanbit.co.kr/data/books/B2862122581_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2862122581
"일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기",강남석 ,"25,200",https://www.hanbit.co.kr/data/books/B7461753617_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7461753617
소문난 명강의 : 김상형의 SQL 정복,김상형 ,"35,100",https://www.hanbit.co.kr/data/books/B9543045444_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9543045444
이벤트 기반 마이크로서비스 구축,애덤 벨메어 ,"25,200",https://www.hanbit.co.kr/data/books/B6410605208_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6410605208
파이썬 비동기 라이브러리 Asyncio,케일럽 해팅 ,"16,200",https://www.hanbit.co.kr/data/books/B7267069633_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7267069633
한 권으로 끝내는 Node & Express(2판),이선 브라운 ,"25,200",https://www.hanbit.co.kr/data/books/B9078814814_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9078814814
쿼커스 쿡북,"알렉스 소토 부에노 , 제이슨 포터 ","31,500",https://www.hanbit.co.kr/data/books/B7614945801_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7614945801
실전 시계열 분석,에일린 닐슨 ,"34,200",https://www.hanbit.co.kr/data/books/B9090689318_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9090689318
